Title,Link,Occupations,Companies,Company_location,Sepcs
Senior PHP Laravel Developer,https://wuzzuf.net/jobs/p/oDqAuTZEWl3y-Senior-PHP-Laravel-Developer-kafiil-Cairo-Egypt,Full TimeOn-site,kafiil,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · males_preferred · IT/Software Development · Computer Science · PHP · Laravel Framework · Laravel PHP · Back-End Development · RESTful APIs · RESTful API · Git · Github
Senior Network Security Engineer,https://wuzzuf.net/jobs/p/nlbdSwGwMRar-Senior-Network-Security-Engineer-data-exploration-technology-Cairo-Egypt,Full TimeOn-site,data exploration technology,"<span class=""css-5wys0k"">Mokattam, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Engineering · Fortinet · Firewall · Information Technology (IT) · IT
R D Manager,https://wuzzuf.net/jobs/p/V4ddqwH5eqLs-R-D-Manager-Gharbia-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Gharbia, <!-- -->Egypt </span>",Full TimeOn-siteManager · 5 - 10 Yrs of Exp · R&D/Science · Manufacturing/Production · Pharmaceutical · Chemical · Chemistry · Chemical Engineering · Cosmetics · R&D · Science · Pharmacy
Junior Odoo Consultant,https://wuzzuf.net/jobs/p/ytmdVEVAFNXy-Junior-Odoo-Consultant-Egypro-FME-Cairo-Egypt,Full TimeOn-site,Egypro FME,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · ERP · Odoo · CRM · Information Technology (IT) · Business Process
Station Manager (potatoes - oranges),https://wuzzuf.net/jobs/p/ATo0yhKbJVyJ-Station-Manager-potatoes---oranges-Alexandria-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Ameria, <!-- -->Alexandria, <!-- -->Egypt </span>",Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical · Project Management · Agriculture · Engineering
Full Stack Developer - Python,https://wuzzuf.net/jobs/p/IObyTyAPkoyl-Full-Stack-Developer---Python-Pyramids-Pharmacy-Giza-Egypt,Full TimeHybrid,Pyramids Pharmacy ,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Python · Django · React · AWS · Docker · Github
QHSE Manager,https://wuzzuf.net/jobs/p/EyciS4NE99oN-QHSE-Manager-Genedy-Group-Construction-Cairo-Egypt,Full TimeHybrid,Genedy Group Construction ,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridManager · 12 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · Engineering - Other · Engineering · Quality Assurance · ISO · Data Analysis · Leadership · HSE · QHSE management
IT Specialist,https://wuzzuf.net/jobs/p/ez9Yu6vT7f4U-IT-Specialist-GLOBAL-AUTO-Cairo-Egypt,Full TimeOn-site,GLOBAL AUTO,"<span class=""css-5wys0k"">Obour City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · computer · Computer Science · Information Technology (IT) · Installation · Software · Technical Support · server
Remote Roads Inspection Engineer,https://wuzzuf.net/jobs/p/zF9kzxya69v6-Remote-Roads-Inspection-Engineer-Citylogix-ME-Cairo-Egypt,Full TimeOn-site,Citylogix ME,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 0 - 4 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Other · Engineering Services · Roads · Transportation engineering · Engineering · QA · Highways
Application Support Engineer in New Administrative Capital,https://wuzzuf.net/jobs/p/Z9IjZafqwbKt-Application-Support-Engineer-in-New-Administrative-Capital-Techno-Management-Cairo-Egypt,Full TimeOn-site,Techno Management,"<span class=""css-5wys0k"">New Capital, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Application Support · Application Support Engineer · Customer Service · Support · Support engineer · Technical Support
Light Current Sales Engineer,https://wuzzuf.net/jobs/p/SMO6O3GcOss1-Light-Current-Sales-Engineer-Capital-Guard-Cairo-Egypt,Full TimeOn-site,Capital Guard,"<span class=""css-5wys0k"">Sheraton, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Access Control · CCTV · Communication · Engineering · Electrical Engineering · Fire Alarm · Light Current · Sales
Visa officer,https://wuzzuf.net/jobs/p/EbWnptQM4X8E-Visa-officer-Alouf-Travel-Giza-Egypt,Full TimeOn-site,Alouf Travel,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Tourism/Travel · Travel · visa · English · application · Immigration
IT Manager,https://wuzzuf.net/jobs/p/n3wZBaVJFU50-IT-Manager-Skywalk-Developments-Giza-Egypt,Full TimeOn-site,Skywalk Developments,"<span class=""css-5wys0k"">Giza, <!-- -->Egypt </span>",Full TimeOn-siteManager · 8 - 10 Yrs of Exp · IT/Software Development · Information Technology (IT) · Network Infrastructure · Network Security · Computer Engineering
Quality Control Specialist,https://wuzzuf.net/jobs/p/USbrgHwXXgXw-Quality-Control-Specialist-Nile-Wood-Giza-Egypt,Full TimeOn-site,Nile Wood,"<span class=""css-5wys0k"">Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · males_only · Manufacturing/Production · Quality · Control · Quality Management · Management · Manufacturing · Quality Control · Testing · Six Sigma · QMS
IT System Administrator,https://wuzzuf.net/jobs/p/z7OP5fbFrBuY-IT-System-Administrator-GLOBAL-AUTO-Cairo-Egypt,Full TimeOn-site,GLOBAL AUTO,"<span class=""css-5wys0k"">Obour City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Administrator · IT system · Information Technology (IT) · Computer Science · IT · System administrator · Computer Engineering
Senior Procurement Officer,https://wuzzuf.net/jobs/p/WcoNn1xYmVS4-Senior-Procurement-Officer-Zewail-City-Giza-Egypt,Full TimeOn-site,Zewail City,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Purchasing/Procurement · Procurement · Purchasing · Communication · English · Microsoft Office
Senior .NET Developer,https://wuzzuf.net/jobs/p/Sm9Jgr4q0zFp-Senior-NET-Developer-Dynamicslink-Cairo-Egypt,Full TimeOn-site,Dynamicslink,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Computer Science · Information Technology (IT) · ERP · Science · Software Development · Software Engineering · NET
Network Security Engineer,https://wuzzuf.net/jobs/p/Fsf3Jbxi6ViI-Network-Security-Engineer-Giza-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · TCP/IP · DNS · DHCP · BGP · Network Security · Networking · VPN
Senior Network Manager,https://wuzzuf.net/jobs/p/q1xVjUq5KWlb-Senior-Network-Manager-Teleperformance---Egypt-Cairo-Egypt,Full TimeOn-site,Teleperformance Egypt,"<span class=""css-5wys0k"">Katameya, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteManager · 12 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Cisco · CCNP · Computer Engineering · Computer Science · Engineering · English · Information Technology (IT) · Network
ERP Application Consultant,https://wuzzuf.net/jobs/p/mlaIwmuIso5x-ERP-Application-Consultant-Rednet-It-Services-Cairo-Egypt,Full TimeOn-site,Rednet It Services,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · ERP · Accounting · Microsoft SQL Server · C#.Net · Software Development · Software Engineering
Microsoft System Administrator in New Administrative Capital,https://wuzzuf.net/jobs/p/2BVuTU5K6pUN-Microsoft-System-Administrator-in-New-Administrative-Capital-Techno-Management-Cairo-Egypt,Full TimeOn-site,Techno Management,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Microsoft SQL Server · Installation · Configuration · Troubleshooting
Senior Quality Control Engineer (Fruits & Vegetables Facility),https://wuzzuf.net/jobs/p/2CqDA3JoiF4S-Senior-Quality-Control-Engineer-Fruits-Vegetables-Facility-Breadfast-Cairo-Egypt,Full TimeOn-site,Breadfast,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Quality · Quality Control · Quality control engineer · quality
System Administrator,https://wuzzuf.net/jobs/p/liIQlsfwTRP1-System-Administrator-Talaat-Moustafa-Group-Giza-Egypt,Full TimeOn-site,Talaat Moustafa Group,"<span class=""css-5wys0k"">Dokki, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Communication · Communication skills · Computer Science · Documentation · English · Information Technology (IT)
Senior IT Specialist,https://wuzzuf.net/jobs/p/3nGpwOK09UjF-Senior-IT-Specialist-solo-sauce-Cairo-Egypt,Full TimeOn-site,solo sauce ,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Information technology · Support · Help desk · Software · Computer Science · CRM · Technology
Umbraco Developer,https://wuzzuf.net/jobs/p/ekxWWn0O67dJ-Umbraco-Developer-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Umbraco · C# · SQL · ASP.Net · JavaScript · Software Development · Azure Cloud · Microsoft Azure
"Health, Safety & Environment Supervisor (HSE)",https://wuzzuf.net/jobs/p/hVVasQ85KkYk-Health-Safety-Environment-Supervisor-HSE-GEMS-Education-Cairo-Egypt,Full TimeOn-site,GEMS Education,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Quality · Engineering - Other · Safety · Quality · Engineering · HSE · Management · Education · Quality Control · Quality Assurance
Methodology Supervisor (In-vitro),https://wuzzuf.net/jobs/p/perpNT10txLU-Methodology-Supervisor-In-vitro-Zeta-Pharma-Monufya-Egypt,Full TimeOn-site,Zeta Pharma,"<span class=""css-5wys0k"">Alsadat City, <!-- -->Monufya, <!-- -->Egypt </span>",Full TimeOn-siteManager · 6 - 8 Yrs of Exp · Medical/Healthcare · Quality · Quality Control · In-vitro Methodology · Supervisor
Product Manager,https://wuzzuf.net/jobs/p/AoUGJutad1c0-Product-Manager-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteManager · 3 - 5 Yrs of Exp · IT/Software Development · Product Management · Agile · Product Strategy · Customer Experience · Market Analysis · Project Management · Engineering · Cross-functional Teams · Roadmap Development
Project Manager-Ras El bar project,https://wuzzuf.net/jobs/p/BGFZzBdljfUD-Project-Manager-Ras-El-bar-project-MBG-Damietta-Egypt,Full TimeOn-site,MBG,"<span class=""css-5wys0k"">Ras Albar, <!-- -->Damietta, <!-- -->Egypt </span>",Full TimeOn-siteManager · 12 - 20 Yrs of Exp · Project/Program Management · Architecture · Engineering · Project Management · Microsoft Office · Construction · Administration
Application Support Specialist,https://wuzzuf.net/jobs/p/SUdjgZ7b2sFz-Application-Support-Specialist-Al-Ahly-Medical-Company-Giza-Egypt,Full TimeOn-site,Al Ahly Medical Company,"<span class=""css-5wys0k"">Giza, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · computer · Customer Service · Customer Support · Customer Care · business · Information Technology (IT) · ITIL
IT Help Desk Specialist,https://wuzzuf.net/jobs/p/pHNn7KJv4ZXH-IT-Help-Desk-Specialist-CosmoCare-Group-Sharqia-Egypt,Full TimeOn-site,CosmoCare Group ,"<span class=""css-5wys0k"">10th of Ramadan City, <!-- -->Sharqia, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Hardware · Help desk · Information Technology (IT) · CCNA · Software
Mechanical Engineer,https://wuzzuf.net/jobs/p/Hj5z3KgDXFKb-Mechanical-Engineer-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · Mechanical Engineering · Electrical Engineering · Mechanical · 3D · Design · Engineering
Mechanical Design Engineer,https://wuzzuf.net/jobs/p/QDdknXEma43G-Mechanical-Design-Engineer-Egyptian-for-steel-products-Industries-ESPI-Giza-Egypt,Full TimeOn-site,Egyptian for steel products Industries ESPI ,"<span class=""css-5wys0k"">Abu Rawash, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Design · SolidWorks · 2D · 3D · Mechanical Engineering · Manufacturing · Mechanical
Technical Support Engineer,https://wuzzuf.net/jobs/p/dOiPaCvLDNos-Technical-Support-Engineer-Pan-Marine-Group-Alexandria-Egypt,Full TimeOn-site,Pan Marine Group,"<span class=""css-5wys0k"">Alexandria, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 5 Yrs of Exp · IT/Software Development · Information Technology (IT) · Support engineer · Technical Support · Technical support engineer
Production II Internship - Alexandria,https://wuzzuf.net/internship/d68zI0iRtwdQ-Production-II-Internship---Alexandria-Prometeon-Tyres-Group-–-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt,InternshipOn-site,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt),"<span class=""css-5wys0k"">Ameria, <!-- -->Alexandria, <!-- -->Egypt </span>",InternshipOn-siteEntry Level · 0 - 1 Yrs of Exp · Manufacturing/Production · Production · Manufacturing · Engineering
"Pharmacist (Female only),",https://wuzzuf.net/jobs/p/pwaoe5v7GKVg-Pharmacist-Female-only-Pharmascienta---Nefertari-Body-Care-Cairo-Egypt,Full TimeOn-site,Pharmascienta Nefertari Body Care,"<span class=""css-5wys0k"">Zamalek, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 3 Yrs of Exp · Marketing/PR/Advertising · Marketing · E-Marketing · Online Marketing · Communication · Social Media · Content Creation · Content Writing · digital media · media
UI UX Designer,https://wuzzuf.net/jobs/p/mIwnqBNCwW3D-UI-UX-Designer-RTR-Software-Solutions-Cairo-Egypt,Full TimeOn-site,RTR Software Solutions ,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Design · Computer Science · HTML5 · front-end · CSS3 · Information Technology (IT) · ui · UI Design
HSE Specialist,https://wuzzuf.net/jobs/p/9CIp8tBcYu8f-HSE-Specialist-Giza-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · Manufacturing/Production · Engineering - Telecom/Technology · Engineering - Other · Health · Health and Safety · HSE · Communication skills · Safety · OSHA · Nebosh
Technical Development Team Lead,https://wuzzuf.net/jobs/p/lJi2fQtpWqi6-Technical-Development-Team-Lead-Start-Tech-Giza-Egypt,Full TimeOn-site,Start Tech ,"<span class=""css-5wys0k"">Giza, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteManager · 7 - 10 Yrs of Exp · IT/Software Development · Architecture · Development · Information Technology (IT) · Leadership · Software Development
Contact Center Engineer,https://wuzzuf.net/jobs/p/m4YyS34qTvv8-Contact-Center-Engineer-Health-Insights-Group-Giza-Egypt,Full TimeOn-site,Health Insights Group,"<span class=""css-5wys0k"">Mohandessin, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5+ Yrs of Exp · IT/Software Development · IVR · PureConnect · PureEngage · CCaaS · VXML · JavaScript · VoIP · ICON · GCP Certificate
